"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene"
2567.32202424586,0.00660911967126111,0.0720195661599654,1,1,"FBgn0262473"
13.9526574352267,0.0303849358308705,0.220610561979269,1,1,"FBgn0065064"
2.40200955924239,-0.013560082011232,0.268305422400661,1,NA,"FBgn0083984"
3.34666728642243,0.00797635458689106,0.250023937191465,1,NA,"FBgn0038878"
597.942206713419,-0.559378996900761,0.174279955040426,1,1,"FBgn0038877"
15.2875251045416,0.0168454066923408,0.208746334857092,1,1,"FBgn0039356"
2.81272310045349,-0.00585507926536483,0.254766106725916,1,NA,"FBgn0004885"
27.343544503566,-0.0304394995647364,0.184889886352273,1,1,"FBti0019349"
137.841585004189,0.0659338689162982,0.149908427976624,1,1,"FBgn0051390"
532.485854513304,0.0284664758141182,0.0976873686008759,1,1,"FBgn0038948"
208.754756601137,-0.0189007107065365,0.111095738545223,1,1,"FBgn0038601"
10.7706915290458,0.00484077961872405,0.210650152708867,1,NA,"FBgn0000277"
1357.78132402375,-0.0784507676508644,0.10809679046781,1,1,"FBgn0264326"
223.203269158915,-0.0147054688656106,0.108030483716703,1,1,"FBgn0039188"
12.3352712741185,-0.0389642316182046,0.222061814003933,1,NA,"FBgn0267443"
23.4800797172257,0.0156753987496041,0.190873344124328,1,1,"FBgn0025456"
220.180587568994,0.0134899360594645,0.111862310529433,1,1,"FBgn0040602"
11.9944813446622,0.0371230288134194,0.222442819762036,1,NA,"FBgn0037386"
144.022670639231,-0.0941777499069619,0.163584793839613,1,1,"FBgn0051156"
97.0205646113696,-0.0363883068235383,0.141609677808384,1,1,"FBgn0037265"
877.213991151366,-0.348147083735488,0.152153051829864,1,1,"FBgn0004197"
6.04395974232335,-0.0863076765094768,0.330464156083716,0.436106062517663,NA,"FBti0062875"
476.049648087546,0.0261436944741914,0.0946478913679197,1,1,"FBgn0037955"
3991.7233597666,-0.00516801196491361,0.0665704454251412,1,1,"FBgn0037270"
160.63592618541,0.0556793348702394,0.137556535938238,1,1,"FBgn0039139"
5.10077531133514,-0.0727397410820245,0.319485244807183,0.457803270880462,NA,"FBgn0041229"
3.26433337073204,0.0160395776752186,0.254220629770266,1,NA,"FBgn0037251"
310.055098229375,-0.123143117057708,0.158398255711618,1,1,"FBgn0037719"
1585.01448765966,0.0095331396925132,0.071437286834335,1,1,"FBgn0016685"
195.278257352575,0.070745316720942,0.146719957217121,1,1,"FBgn0038584"
583.625251834111,-0.889460669160857,0.1896555303233,0.987579353669489,1,"FBgn0051337"
2732.6929973329,0.227050290107514,0.118309969873967,1,1,"FBgn0028692"
5.67301967638849,0.0112697710560804,0.232787609245771,1,NA,"FBgn0002734"
508.641618754,-0.0587131509858696,0.110134429375291,1,1,"FBgn0053100"
31.2044757791159,0.0198207858027172,0.175723781958222,1,1,"FBgn0022800"
10.045659529248,-0.0491213564593582,0.246554996292881,1,NA,"FBgn0038575"
230.851111259846,-0.0705023904740973,0.13773187495599,1,1,"FBgn0027657"
717.704001720869,-0.0154894848768544,0.0827601397968556,1,1,"FBgn0039240"
401.903288293581,0.0412348222934232,0.104168271826061,1,1,"FBgn0037792"
274.591297903967,-0.0296693081047067,0.108791466005425,1,1,"FBgn0037560"
196.260564164367,0.0484044312066112,0.129571884520205,1,1,"FBgn0039505"
420.381539497341,-0.084853076248765,0.125126792813617,1,1,"FBgn0039790"
2078.93055339782,0.0513720059817917,0.0827947473334702,1,1,"FBgn0010173"
24.6960193417927,-0.126269532797078,0.286252841455177,0.917055776808052,1,"FBgn0039527"
4.00636277959134,0.0205868649967006,0.250211972536773,1,NA,"RR48323_transposable_element"
3.15591916473798,-0.0188091922982623,0.258035445124641,1,NA,"FBgn0015570"
141.765578086031,-0.026337292722699,0.125985499024042,1,1,"FBgn0037617"
270.837496366644,0.452993091587409,0.251999747226053,1,1,"FBgn0038043"
475.147029940285,-0.0887931303757646,0.124073222010004,1,1,"FBgn0037293"
16.5918126489075,0.0797324182902352,0.254440101638087,1,1,"RR48394_transposable_element"
34.3151310151472,-0.00994778531127641,0.169194948418465,1,1,"FBgn0039766"
25.1404227583578,-0.0314036731693216,0.188513275499348,1,1,"FBgn0267758"
27.6882665529787,0.0100296648783904,0.176108010228033,1,1,"FBgn0037492"
1636.34424067195,-0.0690209243489015,0.0969926314749681,1,1,"FBgn0039668"
99.1808429714845,-0.0534130015317786,0.152425074500032,1,1,"FBgn0014427"
549.951057519837,-0.0387857509091775,0.0964250289390722,1,1,"FBgn0261286"
596.329681521109,-0.00639251719468851,0.0842998188971337,1,1,"FBgn0038473"
759.610954131192,0.0536483699090836,0.0967458541326037,1,1,"FBgn0039016"
193.611657035411,0.0220650597698082,0.117336742403323,1,1,"FBgn0039067"
4.70670154748029,0.0436151164625274,0.278818328918764,0.733180655545334,NA,"FBgn0087012"
874.839515145364,0.0200087388662201,0.0825313408010755,1,1,"FBgn0039555"
15.7915390595187,0.0288803363679565,0.203974558378246,1,1,"FBgn0053970"
363.790354809835,0.0788304530166484,0.12915058677145,1,1,"FBgn0037538"
562.166361210862,0.0108246602697163,0.094249220070157,1,1,"FBgn0086768"
364.327118982049,0.0605200329143656,0.115918122582411,1,1,"FBgn0038722"
